1,1,1,1
1,1,1,1
1,1,1,1
1057967,1221901,75048,0
1,1,1,1
1,1,1,1
253150,199413,7222,36102
234982,249591,18214,15383
1,1,1,1
1,1,1,1
2943001,2652822,108530,1374452
1194015,1297892,85948,36
179347,118162,0,6448
2444419,2028300,0,321234
494350,757876,0,42197
639851,717455,0,18727
2224966,2358125,219319,0
1,1,1,1
591030,554175,22962,12271
217095,108733,4353,4314
1,1,1,1
1,1,1,1
301228,420069,14341,22841
154762,123854,0,7123
1,1,1,1
1197973,1020829,0,0
1,1,1,1
1290662,1129599,9147,25716
1,1,1,1
NEW YEAR
474568,817973,0,864
43743,165227,5046,7791
275224,696577,23004,18475
385878,295870,0,19083
4410056,3575078,93926,232845
464754,829370,14024,19087
628306,312177,5196,18778
1,1,1,1
2436407,1463755,0,0
791904,918540,43467,42
315252,70964,11908,0
107375,262966,0,7833
1610496,1709041,0,74984
1012244,552732,23641,0
289049,648480,0,10378
229718,474639,11545,11334
563051,569817,0,12546
630395,314580,0,24190
1,1,1,1
1062810,444637,0,0
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
690208,830625,31876,24148
1,1,1,1
1,1,1,1
208621,208220,8129,10894
88883,213477,7603,4733
1,1,1,1
1,1,1,1
2386314,1680203,8223,915137
1029237,945943,36963,0
134747,75013,0,3598
1482054,1922087,0,210
268898,570682,0,20133
682425,377739,18221,39362
1028839,1814180,46103,68377
1,1,1,1
563377,488238,16991,457
162884,95431,3796,0
1,1,1,1
1,1,1,1
163172,316652,0,15085
154567,48051,4199,7219
1,1,1,1
1103184,785377,0,0
1,1,1,1
890059,852272,5591,12914
1,1,1,1
NEW YEAR
1,1,1,1
1,1,1,1
0,1108196,70724,218156
1,1,1,1
5932522,3886853,187718,616515
1,1,1,1
828902,448077,8773,25509
181566,142891,1103,1433
2989487,2705348,0,161896
1413224,0,0,1002519
251215,84701,3127,6580
1,1,1,1
1,1,1,1
683273,1427944,33992,0
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
197183,437689,0,0
1230013,715178,0,1707
1889494,334341,308860,201353
2061952,1994693,29966,81074
1181553,1047474,6588,183905
314090,654941,8454,16659
1191812,1142852,10198,16724
194430,208082,0,9089
353093,337977,0,1280
238260,330687,5395,26434
1,1,1,1
1511237,1420267,0,84158
363744,225517,0,265
3562415,2724589,4734,667924
1,1,1,1
176470,111069,0,0
1595066,2665512,116724,71499
1,1,1,1
1,1,1,1
2154908,2481962,45775,52471
161023,222588,0,7742
1,1,1,1
1,1,1,1
621152,1255444,0,52017
2025024,4078954,72657,91329
242569,504803,10394,11938
73352,189133,3843,22172
1296093,1420460,0,1748
1199437,1197208,64734,0
469215,121635,12627,0
1563238,940744,21348,14753
47087,157622,8950,0
NEW YEAR
538878,792561,20234,1350
24133,179438,2354,23623
1,1,1,1
433386,370735,0,0
1,1,1,1
648130,717893,20776,29283
1,1,1,1
135253,94793,922,1346
1,1,1,1
932422,1071352,27830,0
1,1,1,1
132975,266215,9354,0
2103766,1325703,57382,0
1,1,1,1
554278,447892,8864,12041
0,641075,70725,65050
399634,731679,0,0
1235554,1229344,0,16731
209858,295041,0,0
1,1,1,1
1605976,0,369807,244518
1896614,1185545,0,47128
1078627,1116697,0,59312
0,533269,0,97226
913778,935032,18345,10465
204853,103611,10420,7653
70290,397438,7423,5066
1,1,1,1
207478,227229,9835,2593
1138193,928439,12558,33414
168863,314193,0,0
1,1,1,1
1047983,1248664,33807,727
1,1,1,1
1,1,1,1
369789,583579,0,65056
501898,712287,29979,23057
1,1,1,1
253774,69808,0,0
487359,600010,6648,8895
167481,166949,3071,0
728232,891498,0,22702
1955758,2496243,35538,26473
1,1,1,1
1,1,1,1
0,1229894,0,259528
1,1,1,1
275281,160902,0,0
1,1,1,1
49570,133710,0,0
NEW YEAR
595018,1242200,0,1848
140424,149773,0,18118
404507,1505372,51798,0
580973,458036,0,340
6955728,4555922,216522,325123
1081188,980668,10160,35456
945347,457749,9188,12442
1,1,1,1
3590201,3672864,0,166829
1287690,1864202,69051,38
313629,87172,5277,9269
0,499796,0,4136
3597456,1390690,69253,84121
1496976,903913,27344,0
412365,1038175,15218,13470
310337,780863,21842,15980
850855,873507,0,0
877482,943014,0,27560
1,1,1,1
1504691,783055,0,34185
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1158261,1518089,19648,10404
1,1,1,1
1,1,1,1
494805,284640,9559,21064
221549,434847,0,690
1,1,1,1
1,1,1,1
4384907,1625069,19073,1418769
1632527,1791450,47743,362
212143,98553,0,0
1961171,3464356,0,296
596750,763433,0,86663
1128728,565254,29582,56986
2334126,2925080,79263,220636
1,1,1,1
704384,857167,10678,24992
193340,197848,0,0
1,1,1,1
1,1,1,1
258955,626640,0,26131
216972,75398,0,14838
1,1,1,1
1549708,1204584,34055,30304
1,1,1,1
1632697,1301183,8367,7496
1,1,1,1
NEW YEAR
1,1,1,1
1,1,1,1
664141,814398,48231,12
1,1,1,1
5076289,2990822,133851,340514
1,1,1,1
450844,109198,0,574735
170567,69734,2671,0
2890548,1826127,0,76859
1,1,1,1
210330,126097,6415,0
1,1,1,1
1,1,1,1
0,1171553,168820,738
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
113131,405596,0,26401
965477,787182,0,28480
1500738,661532,0,81565
2151278,1559597,27012,42255
1278849,835653,0,88270
213000,388399,9522,0
1055255,1006941,47792,18471
199845,196283,10377,0
378388,213928,0,0
238796,322501,5269,16006
1,1,1,1
58333,41998,345,1297
394365,163826,0,359
2698931,1212902,20996,767803
1,1,1,1
150146,64417,0,3589
2257369,1761037,0,830
1,1,1,1
1,1,1,1
2392984,1684778,0,3281
206043,178950,0,0
1,1,1,1
1,1,1,1
879976,929911,0,23808
1555202,2661789,97672,0
177459,356238,4428,33127
0,84924,0,177495
1175606,1166277,0,28562
1184659,832106,29331,37638
159154,47408,0,0
1439214,630299,0,68784
57671,135174,0,3370
NEW YEAR
752391,1305383,0,2417
151767,147814,2483,15659
1,1,1,1
804678,0,0,207076
1,1,1,1
1230994,990755,0,109872
1,1,1,1
257539,140595,0,0
1,1,1,1
2667316,3095130,127923,72
1,1,1,1
219903,371744,9958,43175
3615844,1520621,50224,143195
1,1,1,1
941665,560006,0,1247
441399,727121,25727,16443
847005,953816,0,0
988298,867177,18590,22509
279510,444300,0,620
1,1,1,1
1971974,926044,93713,111264
3038386,1641070,76347,92817
1212629,1212317,13923,448777
480915,1449520,0,560064
1,1,1,1
348289,129369,0,0
317456,455854,0,19201
1,1,1,1
358438,314403,21516,430
1951218,1461025,18810,51392
505128,318522,0,0
1,1,1,1
2249311,1887510,133430,1719
1,1,1,1
1,1,1,1
527736,763375,0,55708
864392,805159,0,97953
1,1,1,1
320644,116174,0,1994
790621,1076534,0,4276
237889,142784,0,0
767236,1579477,0,77872
3389365,4337469,185241,0
1,1,1,1
1,1,1,1
2369327,1228830,20269,24868
1,1,1,1
447560,254629,0,119
1,1,1,1
126833,372109,0,684
NEW YEAR
515619,968181,0,1699
60045,90839,1459,103160
592011,1005615,80097,30761
288156,451618,0,40183
5218441,4217366,175242,389111
851590,822731,22589,75376
605204,498341,0,49570
174012,123053,2101,8236
1092936,2645743,24850,1647577
996516,1489904,68750,88
277228,79939,2957,10459
112057,319953,0,17520
1719478,1778698,87247,119050
697775,952116,94330,260
371686,718215,25290,872
220971,587175,17922,11624
600052,755706,0,338
476572,715415,13957,59050
1,1,1,1
1140615,655666,0,37577
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
789736,1054160,58663,41340
1,1,1,1
1,1,1,1
362785,321361,0,37258
167545,273218,4753,9194
1,1,1,1
1,1,1,1
5885564,2577913,43285,1014772
1145074,1458046,55687,1272
52955,181689,3890,0
1503297,2168742,0,143059
265814,718482,0,32855
825507,566199,16028,34854
1948716,2028945,0,0
1,1,1,1
364598,810771,0,143425
0,227947,0,0
1,1,1,1
1,1,1,1
191732,360403,0,33095
151281,72699,0,11198
1,1,1,1
1314930,1196164,0,0
283358,230013,0,16577
1020958,1126133,0,24240
1,1,1,1
NEW YEAR
1,1,1,1
1,1,1,1
1036542,1104457,102109,314
1,1,1,1
7864624,4713887,0,0
1,1,1,1
792983,604569,25045,89167
265415,115700,0,18491
4523451,3458267,0,208228
1,1,1,1
269489,160994,0,6676
1,1,1,1
1,1,1,1
1281181,1133621,145282,18
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
92900,215399,0,416421
1474028,693291,32252,433663
1696346,1458048,0,29802
2735826,1767386,84480,65226
1854595,867974,0,120638
503467,709626,0,28475
1494125,1066159,165468,41
236123,218051,31892,0
332979,455593,0,0
446080,457656,0,94069
1,1,1,1
1987680,1329534,16803,42632
395717,351260,0,28816
4420043,1514647,31894,1150044
1,1,1,1
161337,158401,0,1406
2762690,2435712,0,250616
1,1,1,1
1,1,1,1
3021364,2509132,96926,0
271034,146222,0,933
1,1,1,1
1,1,1,1
705882,1506443,0,109152
3194927,4440137,162354,67404
301873,657608,0,47420
0,72898,0,219864
2010067,1785542,0,6587
1855493,1213924,0,0
399898,240787,0,19517
1547104,1380126,62240,19941
53019,185250,0,12431
NEW YEAR
0,795606,0,22484
129431,135445,10512,7012
1,1,1,1
334174,478819,17210,17302
1,1,1,1
944203,983891,52876,60088
1,1,1,1
130655,98823,0,4560
1,1,1,1
1160811,1358088,48862,44
246827,98006,8941,15929
151574,285596,0,0
1929637,1538522,135316,44
1,1,1,1
494370,588575,8232,38523
0,460350,37469,368372
584698,806787,44240,143
1581041,1929108,13034,0
190254,413505,0,13237
1,1,1,1
1289944,791950,0,104895
1704936,1290199,62897,63739
1053205,850227,29685,48411
239439,378481,0,13938
1,1,1,1
148184,213709,7933,0
170127,347636,0,22574
1,1,1,1
251184,235347,0,1628
1043866,791297,16721,17651
286409,229097,0,0
1,1,1,1
1377651,1423259,109100,5271
1,1,1,1
1,1,1,1
472230,1115168,0,54225
814537,538847,44916,63318
1,1,1,1
223675,92684,0,539
916309,1430156,33839,98753
82456,140741,0,56215
437848,850087,0,86130
1597387,2861531,133751,55689
1,1,1,1
1,1,1,1
1073667,1055940,53102,1764
1,1,1,1
156360,281820,7409,8100
1,1,1,1
29377,121554,3677,16545
NEW YEAR
748709,1335104,0,3631
36200,138149,90825,46267
1031245,1359761,0,139724
400602,661984,43866,1070
12244170,0,0,0
1370710,1215318,99277,57718
920766,552621,18190,104699
1,1,1,1
4122088,4835191,196956,147585
1599726,2135806,162260,813
306604,92653,6809,31598
188249,449017,0,41677
3012940,2184692,175988,118258
1158947,1423991,149481,127
549460,926007,41794,23775
379740,732376,65760,46
813246,1090177,0,42
705271,1239489,15437,37021
1,1,1,1
1659907,972557,0,93706
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1300200,1378458,67738,56241
1,1,1,1
1,1,1,1
521994,495079,0,91221
354649,353632,12597,18262
1,1,1,1
1,1,1,1
4784220,1723927,48121,1244457
2128165,2395376,167592,0
58116,268788,10556,5041
1996908,3118567,0,258689
355911,980892,43421,67823
1105119,651106,23941,172312
2865012,2951702,235142,0
1,1,1,1
704540,1241609,24830,78914
104140,265516,0,0
1,1,1,1
1,1,1,1
301858,760220,0,53505
192243,103637,0,24587
1,1,1,1
1913979,1329338,0,0
1,1,1,1
1380335,1479471,87531,1404
1,1,1,1
NEW YEAR
1,1,1,1
1,1,1,1
1191100,1135200,0,58008
1,1,1,1
11113364,0,0,0
1,1,1,1
787685,545717,8838,44600
217385,137127,3910,4170
4089472,4099505,0,1028
1,1,1,1
276316,112035,0,0
1,1,1,1
1,1,1,1
1023553,1158000,100942,70
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
66268,223502,0,344639
1491614,697017,22943,88315
1633371,979210,0,94509
2214478,1938818,0,83975
2936714,2036214,0,211307
790386,1034388,12981,6048
1112935,1254927,27316,47111
253876,235963,14545,0
269917,403151,25349,466
490071,441202,9196,31663
1,1,1,1
1711654,1357355,21212,79089
376998,212813,107201,0
3755489,1730439,0,569223
1,1,1,1
144376,179720,0,2042
2355923,2053963,0,1012
1,1,1,1
1,1,1,1
2777680,2134848,50907,31208
231477,144421,0,840
1,1,1,1
1,1,1,1
985450,1227483,0,30807
4045632,4260553,65470,0
328541,665215,27607,41482
0,74663,0,197961
1910370,1374313,61565,5125
1803364,1282804,0,0
288808,269872,24231,0
1472914,1184885,0,42
61227,136210,5658,325
NEW YEAR
